metav1.ObjectMeta,https://pkg.go.dev/k8s.io/apimachinery/pkg/apis/meta/v1#ObjectMeta
MySQLClusterConditionType,https://pkg.go.dev/github.com/cybozu-go/moco/api/v1beta1#MySQLClusterConditionType
corev1.ConditionStatus,https://pkg.go.dev/k8s.io/api/core/v1#ConditionStatus
metav1.Time,https://pkg.go.dev/k8s.io/apimachinery/pkg/apis/meta/v1#Time
metav1.ListMeta,https://pkg.go.dev/k8s.io/apimachinery/pkg/apis/meta/v1#ListMeta
corev1.PersistentVolumeClaimSpec,https://pkg.go.dev/k8s.io/api/core/v1#PersistentVolumeClaimSpec
corev1.PodSpec,https://pkg.go.dev/k8s.io/api/core/v1#PodSpec
corev1.ServiceSpec,https://pkg.go.dev/k8s.io/api/core/v1#ServiceSpec
